,0
gene_id,Rv0466
name,Rv0466
operon,Op309
gene_product,hypothetical protein
COG,Lipid transport and metabolism
regulator,"Rv1816,Rv3488"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0466"">External Database</a>"
