,0
gene_id,Rv3628
name,ppa
operon,Op2263
gene_product,inorganic pyrophosphatase
COG,Energy production and conversion
regulator,"trcR,Rv2324"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3628"">External Database</a>"
