,0
gene_id,Rv0348
name,Rv0348
operon,Op239
gene_product,transcriptional regulator
COG,No COG annotation
regulator,"Rv0023,Rv0047c,Rv0348,Rv1353c,Rv1473A,Rv1776c,Rv1816,kstR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0348"">External Database</a>"
