,0
gene_id,Rv0634A
name,Rv0634A
operon,Op418
gene_product,hypothetical protein
COG,Transcription
regulator,"csoR,Rv2989"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0634A"">External Database</a>"
