,0
gene_id,Rv3559c
name,Rv3559c
operon,Op2225
gene_product,oxidoreductase
COG,Lipid transport and metabolism
regulator,"Rv0302,Rv1353c,Rv1776c,Rv2034,kstR2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3559c"">External Database</a>"
