,0
gene_id,Rv2328
name,PE23
operon,Op1466
gene_product,PE family protein PE23
COG,Lipid transport and metabolism
regulator,"Rv0081,Rv0135c,Rv0302,Rv1219c,cmtR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2328"">External Database</a>"
