,0
gene_id,Rv2331A
name,Rv2331A
operon,Op1470
gene_product,hypothetical protein
COG,Inorganic ion transport and metabolism
regulator,"Rv0081,Rv0324,hspR,Rv0576,tcrA,Rv0678,Rv0691c,phoP,Rv0880,trcR,Rv1353c,Rv2011c,Rv3058c,devR,sigH,whiB2,whiB4,sigM"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2331A"">External Database</a>"
