,0
gene_id,Rv0175
name,Rv0175
operon,Op123
gene_product,Mce associated membrane protein
COG,No COG annotation
regulator,"Rv0023,Rv0047c,Rv0081,Rv0135c,Rv0302,csoR,trcR,Rv1219c,Rv1353c,Rv1473A,Rv1776c,Rv1816,Rv2011c,sigC,Rv2250c,Rv2324,Rv2779c,Rv2887,Rv3066,devR,Rv3249c,kstR,lsr2,espR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0175"">External Database</a>"
