,0
gene_id,Rv3199c
name,nudC
operon,Op2002
gene_product,NADH pyrophosphatase
COG,"Replication, recombination and repair"
regulator,"Rv0023,Rv0081,mbcA,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3199c"">External Database</a>"
