,0
gene_id,Rv3658c
name,Rv3658c
operon,Op2284
gene_product,transmembrane protein
COG,"Intracellular trafficking, secretion, and vesicular transport"
regulator,trcR
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3658c"">External Database</a>"
