,0
gene_id,Rv2661c
name,Rv2661c
operon,Op1676
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv1353c,lrpA"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2661c"">External Database</a>"
