,0
gene_id,Rv2077A
name,Rv2077A
operon,Op1299
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv0324,csoR,sigH"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2077A"">External Database</a>"
