sample,Rv0926c
SRX3995807,0.5139149223
SRX3995806,0.0649534335
SRX3995809,0.1242389431
SRX3995808,-0.2228688443
SRX4619048,0.2279597778
SRX4619047,-0.0603583642
SRX4619049,-0.0773415506
SRX4619050,-0.0656881419
SRX3995804,-0.1772326672
SRX3995805,0.1772326672
SRX5089845,-0.0978146897
SRX5089844,-0.1750866798
SRX5089860,0.044659941700000004
SRX5089859,-0.054664746
SRX5089858,0.0100048043
SRX5089854,0.4648117362
SRX5089853,0.3851260423
SRX5089852,0.4462781588
SRX5089856,0.3361704159
SRX5089855,0.2750794918
SRX5089857,0.300267271
SRX5089868,0.33040364380000004
SRX5089866,0.3317739637
SRX5089867,0.2583464874
SRX5089870,0.3674217651
SRX5089869,0.5027580022
SRX5089871,0.5144964036
SRX5089846,0.9134112224000001
SRX5089848,0.7702401245
SRX5089847,0.49264119650000004
SRX5089849,0.2491315187
SRX5089850,0.2564257477
SRX5089851,0.3887112274
SRX5089863,0.7470079716
SRX5089861,0.5932067546
SRX5089862,0.520618504
SRX5089865,0.6457318184
SRX5089864,0.5631884696
SRX5388955,-0.062254256200000004
SRX5388957,0.0609134722
SRX5388954,-0.00590113
SRX5388956,0.007241914
SRX5388960,-0.40237559580000004
SRX5388961,-0.2585751065
SRX5388959,-0.2488091026
SRX5388958,-0.35532171760000003
SRX5388964,-0.5002555413
SRX5388965,-0.35292898980000004
SRX5388962,-0.2783128535
SRX5388963,-0.4240419629
SRX6889335,0.3122029643
SRX6889333,-0.3122029643
SRX6810002,-0.11309510800000001
SRX6810004,0.0450740124
SRX6810003,0.0680210956
SRX6810006,-0.09795965720000001
SRX6810005,-0.1049803425
SRX6810007,-0.1307671468
ERX1818322,-0.0851383297
ERX1818321,0.0851383297
SRX2617830,0.31874610410000004
SRX2617831,0.3418343457
SRX2617833,-0.448641485
SRX2617832,-0.32934326540000003
SRX2617828,-0.09813094210000001
SRX2617827,0.022501049000000002
SRX2617829,0.0756298932
SRX3456119,-1.0516608447
SRX3456118,-0.0032026404000000002
SRX3456117,-2.6848375706
SRX3456101,-0.41937430010000004
SRX3456099,0.125988725
SRX3456100,0.293385575
SRX3456107,2.7416484939
SRX3456105,2.03315341
SRX4374122,-0.1901783411
SRX4374121,-0.17893010650000002
SRX4374123,-0.0924375048
SRX4374124,-0.15498098400000002
SRX4374125,0.1165197141
SRX4374126,0.038461269900000004
SRX4374127,0.1390580479
SRX4374128,0.0953308747
SRX4374129,-0.2623151232
SRX4374130,-0.3314636184
SRX4374132,-0.5245682847
SRX4374131,-0.1903481046
SRX4374133,-0.41038123590000003
SRX4374135,-0.3162062733
SRX4374134,-0.4062140406
SRX4374138,-1.013818782
SRX4374136,-0.7008607877
SRX4374137,-0.6157943556000001
SRX1091379,-0.8008572948
SRX1091380,-0.7856378027
SRX1091377,0.0342145471
SRX1091378,-0.0342145471
SRX4647145,0.1510966346
SRX4647146,0.10011093680000001
SRX4647147,0.0012912063000000001
SRX4647144,0.0319360827
SRX4647143,-0.0821100096
SRX4647142,0.0501739269
SRX4647155,0.2788323555
SRX4647152,0.3255171465
SRX4647153,0.2394924689
SRX4647154,0.1495915479
SRX4647148,0.5529713567
SRX4647149,0.5715257169
SRX4647151,0.5785412668000001
SRX4647150,0.7469611572
SRX4647123,-0.1789061774
SRX4647124,-0.016680773200000002
SRX4647125,0.1955869507
SRX3103185,-0.1456927607
SRX3103189,-0.15118567930000001
SRX3103187,-0.6266600876
SRX3103184,0.0915597308
SRX3103188,0.25210147920000003
SRX3103186,-0.34366121
