sample,Rv0144
SRX3995807,-0.3022089048
SRX3995806,-0.2281864213
SRX3995809,-0.0378575607
SRX3995808,-0.0645965107
SRX4619048,-0.0709033678
SRX4619047,-0.2089324253
SRX4619049,-0.2374983069
SRX4619050,0.0981825892
SRX3995804,0.0668034579
SRX3995805,-0.0668034579
SRX5089845,0.5216109327
SRX5089844,0.5156451013
SRX5089860,-0.063429784
SRX5089859,-0.1486430275
SRX5089858,0.2120728115
SRX5089854,-0.6199149915000001
SRX5089853,-0.5595053926
SRX5089852,-0.5718452545
SRX5089856,0.3741297718
SRX5089855,0.4764399352
SRX5089857,0.44683704160000004
SRX5089868,-0.3076864818
SRX5089866,-0.5743230905
SRX5089867,-0.6763725261
SRX5089870,0.5082068332
SRX5089869,0.4969513155
SRX5089871,0.1257038928
SRX5089846,-0.44975717870000004
SRX5089848,-0.5098072502000001
SRX5089847,-0.4499764096
SRX5089849,0.8295280213
SRX5089850,0.9110526718
SRX5089851,0.7249130042
SRX5089863,-0.2013087442
SRX5089861,-0.1734620968
SRX5089862,-0.09839331650000001
SRX5089865,1.4123093029
SRX5089864,1.3662917573
SRX5388955,-0.029624141000000003
SRX5388957,0.10515482520000001
SRX5388954,0.0308396267
SRX5388956,-0.1063703109
SRX5388960,-2.2774143454
SRX5388961,-2.6129236613
SRX5388959,-2.307759589
SRX5388958,-2.2633538606
SRX5388964,-0.8992048114000001
SRX5388965,-0.9850912765000001
SRX5388962,-0.9159164040000001
SRX5388963,-0.9405632707
SRX6889335,-0.37074399950000003
SRX6889333,0.37074399950000003
SRX6810002,-0.0039954456000000005
SRX6810004,0.0678343399
SRX6810003,-0.0638388943
SRX6810006,-0.7279307802
SRX6810005,-0.6008087034
SRX6810007,-0.5288332077
ERX1818322,0.2416375651
ERX1818321,-0.2416375651
SRX2617830,-0.06459395200000001
SRX2617831,-0.1185286931
SRX2617833,-0.3337351327
SRX2617832,-0.4326806413
SRX2617828,-0.0096458438
SRX2617827,-0.018983827300000002
SRX2617829,0.0286296712
SRX3456119,0.1849337747
SRX3456118,0.3890718107
SRX3456117,0.007373910500000001
SRX3456101,0.1759535845
SRX3456099,-0.06801571170000001
SRX3456100,-0.10793787290000001
SRX3456107,2.6635975198
SRX3456105,2.732644636
SRX4374122,0.3170250946
SRX4374121,0.2942202834
SRX4374123,0.1315620531
SRX4374124,0.0059794961
SRX4374125,-0.057190058700000004
SRX4374126,0.0512105626
SRX4374127,-0.7182021099
SRX4374128,-0.5386565720000001
SRX4374129,-1.0258447044
SRX4374130,-0.7517227082
SRX4374132,-1.3149922083
SRX4374131,-1.146325359
SRX4374133,-0.4009992798
SRX4374135,-0.8768381956
SRX4374134,-0.7079736723000001
SRX4374138,-0.9301800966
SRX4374136,-0.4118196382
SRX4374137,-0.6642299011
SRX1091379,0.5261086110000001
SRX1091380,0.5449406469
SRX1091377,0.028233911100000002
SRX1091378,-0.028233911100000002
SRX4647145,-0.027729209100000003
SRX4647146,-0.015238285300000001
SRX4647147,0.0447459699
SRX4647144,-0.0047616203
SRX4647143,0.0064291593
SRX4647142,-0.001667539
SRX4647155,-1.2736870903
SRX4647152,-1.4069151674
SRX4647153,-1.3216256178
SRX4647154,-1.3036487071
SRX4647148,-1.2779494231
SRX4647149,-1.3217657325
SRX4647151,-1.2828485491000001
SRX4647150,-1.3213795871
SRX4647123,0.035111608
SRX4647124,-0.000773074
SRX4647125,-0.034338534000000004
SRX3103185,-0.5461087088000001
SRX3103189,-0.5008413293
SRX3103187,-0.5073681704
SRX3103184,0.09410482020000001
SRX3103188,-0.1508724532
SRX3103186,0.056767632900000004
SRX1372110,-1.1860412094
SRX1372111,-1.2451869982
SRX1372108,0.2566657566
SRX1372109,-0.2566657566
SRX4506085,0.044088379500000004
SRX4506083,0.0244909756
SRX4506089,0.0231298679
SRX4506087,-0.0421670602
SRX4506077,-0.060626813
SRX4506079,-0.10204203760000001
SRX4506075,0.2281156635
SRX4506081,-0.0654468129
SRX4506084,-1.2084880975
SRX4506086,-1.185357564
SRX4506088,-1.2117042806
SRX4506090,-1.30193855
SRX4506078,-1.3750817029
SRX4506080,-1.3181767314
SRX4506082,-1.2996619733
SRX4506076,-1.2580392022
SRX5352221,0.130803517
SRX5352223,-0.053956345600000004
SRX5352222,-0.0193893231
SRX5352229,-0.6938436689
SRX5352227,-0.6801323749
SRX5352228,-0.6319051117000001
SRX5352231,0.059305690700000004
SRX5352232,0.4089622397
SRX5352230,0.12008194200000001
SRX5352225,0.5802579479000001
SRX5352224,0.6136493906
SRX5352226,0.8470306026000001
SRX5352220,0.0679184629
SRX5352219,-0.0287091416
SRX5352218,-0.0392093213
SRX4498228,-0.0089665409
SRX4498224,0.0816581583
SRX4498230,0.0270958435
SRX4498226,0.0107049183
SRX4498218,-0.0256106936
SRX4498216,-0.06875154380000001
SRX4498220,0.015023016600000001
SRX4498222,0.0793392208
SRX4498225,0.150226674
SRX4498227,0.1562773898
SRX4498231,0.216346481
SRX4498229,0.2211198073
SRX4498217,0.0984410149
SRX4498221,0.1037234301
SRX4498219,0.1400128445
SRX4498223,0.0032810389000000003
SRX5079928,-0.2786148363
SRX5079930,-0.14406762110000002
SRX5079929,-0.1980157317
SRX5079923,-0.3334876483
