sample,Rv0309
SRX3995807,0.31572419560000003
SRX3995806,0.1437755631
SRX3995809,0.0142303215
SRX3995808,-0.06655503310000001
SRX4619048,0.1641793205
SRX4619047,-0.0013893248
SRX4619049,-0.0468566326
SRX4619050,-0.1286740563
SRX3995804,-0.1521260478
SRX3995805,0.1521260478
SRX5089845,0.3246862506
SRX5089844,0.2900921996
SRX5089860,-0.038384990800000005
SRX5089859,-0.0799159671
SRX5089858,0.1183009579
SRX5089854,0.5464256285
SRX5089853,0.42526487030000004
SRX5089852,0.5186010271
SRX5089856,0.7105259257000001
SRX5089855,0.7365265232
SRX5089857,0.6024704906
SRX5089868,0.2953284983
SRX5089866,0.3173170635
SRX5089867,0.2245909928
SRX5089870,0.5999241028
SRX5089869,0.6044894526
SRX5089871,0.7420341439
SRX5089846,0.5339682161
SRX5089848,0.5561124476
SRX5089847,0.5477114131
SRX5089849,0.8658158881
SRX5089850,0.9623407063
SRX5089851,1.029503017
SRX5089863,0.5802705607
SRX5089861,0.4258857203
SRX5089862,0.4178606881
SRX5089865,0.7923054135
SRX5089864,1.1108724885
SRX5388955,-0.11695875160000001
SRX5388957,0.0794507613
SRX5388954,-0.011624020700000001
SRX5388956,0.049132011100000005
SRX5388960,-1.0030988682
SRX5388961,-1.1148153121
SRX5388959,-0.9400560748000001
SRX5388958,-1.0592083575
SRX5388964,-1.1859989369
SRX5388965,-1.1861555544
SRX5388962,-1.3735160097
SRX5388963,-1.276020348
SRX6889335,-0.2028201447
SRX6889333,0.2028201447
SRX6810002,0.0805069469
SRX6810004,-0.0239665238
SRX6810003,-0.0565404231
SRX6810006,-0.9473791213
SRX6810005,-1.009400941
SRX6810007,-0.732477155
ERX1818322,0.1137631256
ERX1818321,-0.1137631256
SRX2617830,0.3642578943
SRX2617831,0.352100635
SRX2617833,-0.3098377899
SRX2617832,-0.3026509724
SRX2617828,-0.0610146924
SRX2617827,-0.008988413
SRX2617829,0.07000310530000001
SRX3456119,-0.0295610413
SRX3456118,-0.20918470490000002
SRX3456117,-0.1738844651
SRX3456101,0.0385037453
SRX3456099,0.0844821249
SRX3456100,-0.1229858702
SRX3456107,1.1352114323
SRX3456105,1.1345818273
SRX4374122,-0.1258908818
SRX4374121,0.22376612680000002
SRX4374123,-0.0276858143
SRX4374124,0.14778165570000001
SRX4374125,-0.175090651
SRX4374126,0.0273089953
SRX4374127,-0.1806360462
SRX4374128,0.1572630525
SRX4374129,-0.0695091319
SRX4374130,-0.3201224015
SRX4374132,-0.5064889323
SRX4374131,-0.2645958986
SRX4374133,-0.1629491089
SRX4374135,-0.6403539967
SRX4374134,-0.22903595980000002
SRX4374138,-0.4651339359
SRX4374136,-0.2545037604
SRX4374137,-0.2648039352
SRX1091379,-0.1361923018
SRX1091380,-0.1452643751
SRX1091377,0.025758198200000002
SRX1091378,-0.025758198200000002
SRX4647145,0.1454482288
SRX4647146,0.0907367159
SRX4647147,0.11637607850000001
SRX4647144,-0.0058788461000000005
SRX4647143,-0.0091507477
SRX4647142,0.0150295939
SRX4647155,1.2332113124
SRX4647152,1.3154261035
SRX4647153,1.2790026887
SRX4647154,1.1675986819
SRX4647148,0.9558898159
SRX4647149,1.0437572616
SRX4647151,1.1172899861
SRX4647150,0.9756242700000001
SRX4647123,0.0521347107
SRX4647124,-0.0219998041
SRX4647125,-0.0301349066
SRX3103185,0.3261955056
SRX3103189,0.22563409780000002
SRX3103187,-0.3147512713
SRX3103184,0.1111001026
SRX3103188,0.0945116605
SRX3103186,-0.205611763
SRX1372110,-0.409899581
SRX1372111,-0.2026228916
SRX1372108,-0.1995363689
SRX1372109,0.1995363689
SRX4506085,0.037914650200000004
SRX4506083,0.15137597390000002
SRX4506089,0.0035882041000000003
SRX4506087,0.0962064822
SRX4506077,0.1379939271
SRX4506079,-0.0264228008
SRX4506075,-0.0562210826
SRX4506081,-0.055350043700000004
SRX4506084,1.2951575530000001
SRX4506086,1.2596271944
SRX4506088,1.125081376
SRX4506090,1.0605320508
SRX4506078,1.0080455637
SRX4506080,1.0115137228
SRX4506082,0.926247942
SRX4506076,1.0730578218
SRX5352221,-0.4398381642
SRX5352223,-0.6355388245
SRX5352222,-0.3867552945
SRX5352229,-0.12146528870000001
SRX5352227,0.0098192891
SRX5352228,-0.0846741703
SRX5352231,-1.5389766864999999
SRX5352232,-1.5085696912
SRX5352230,-1.8290583781
SRX5352225,-0.43776376050000004
SRX5352224,0.055391501600000004
SRX5352226,-0.2079367467
SRX5352220,-0.1399773766
SRX5352219,0.0020800776000000003
SRX5352218,0.137897299
SRX4498228,0.030871590600000002
SRX4498224,0.058896075900000004
SRX4498230,0.1117739531
SRX4498226,-0.0050831477
SRX4498218,-0.0382561689
SRX4498216,0.0281689001
SRX4498220,0.0291412546
SRX4498222,-0.0190539858
SRX4498225,0.46087886440000003
SRX4498227,0.2826401046
SRX4498231,0.2847655417
SRX4498229,0.2138461696
SRX4498217,0.3055866237
SRX4498221,0.39760220890000003
SRX4498219,0.3104264171
SRX4498223,0.49409718290000004
SRX5079928,0.2356606119
SRX5079930,0.1590888424
SRX5079929,0.1470486584
SRX5079923,0.19900779770000002
SRX5079924,0.12259643390000001
SRX5079922,0.1549186989
SRX5079920,0.0542306171
SRX5079921,-0.0925788801
SRX5079919,0.038348263
SRX5079926,0.4845032287
SRX5079925,0.2943084328
SRX5079927,0.4727710745
SRX894005,-1.463607353
SRX894004,-1.5188657079999999
SRX894006,-0.9514142333000001
SRX893999,0.4076920791
SRX894000,-0.2621016241
SRX893998,-0.145590455
SRX4647489,-0.0024761532
SRX4647490,0.0024761532
SRX4647492,-0.0235482687
SRX4647491,-0.1332330566
SRX4647496,0.5003312959
SRX4647495,0.3107629995
SRX4647499,0.1346149669
SRX4647500,0.16303787290000002
SRX4647493,0.40931409960000004
SRX4647494,0.6405936493000001
SRX4647497,0.1409224359
SRX4647498,0.27070469280000004
SRX4505482,-0.23379679690000002
SRX4505486,-0.3287337329
SRX4505484,-0.3080969007
SRX4505473,-0.41566386120000004
SRX4505476,-0.011939568400000001
SRX4505480,-0.0129411266
SRX4505478,-0.0376103129
SRX4505474,0.062491008
SRX4505483,0.23929022100000003
SRX4505485,0.0599619537
SRX4505487,0.1641055207
SRX4505488,0.18478052550000001
SRX4505481,0.2151746373
SRX4505477,0.1563145649
SRX4505475,0.2575969072
SRX4505479,0.15903363310000002
SRX4605773,0.0993890389
SRX4605774,0.0180902781
SRX4605772,-0.0352648611
SRX4605771,0.0352648611
SRX5178871,0.3921397504
SRX5178872,0.15450108070000002
SRX5178868,-0.0113549185
SRX5178870,0.0055705646
SRX5178869,0.0057843538
ERX1404045,-0.09471862460000001
ERX1404046,0.09471862460000001
ERX1404043,0.354553002
ERX1404044,0.3771528669
ERX237502,-0.6893148744
ERX237505,-0.46848890670000004
ERX237506,-0.6970009632
ERX237500,0.3569933829
ERX237497,0.1994253054
ERX237499,0.6310829523
ERX237507,0.055040940600000005
ERX237496,0.0761782047
ERX237504,-0.1312191453
ERX3772318,0.3522533638
ERX3772320,0.3259159157
ERX3772319,0.2791068977
ERX3772321,0.0197875791
ERX3772322,-0.11874047380000001
ERX3772323,0.0989528947
SRX4314262,0.10225424250000001
SRX4314263,0.032562118
SRX4314261,-0.13481636060000002
SRX4314265,0.3146251393
SRX4314266,0.4043565564
SRX4314264,0.2730681997
SRX4314268,0.6367324157
SRX4314267,0.5434618933
SRX4314271,0.4973461878
SRX4314272,0.3958815214
SRX4314275,0.4973299122
SRX4314274,0.3981479059
SRX4314273,0.2624055533
SRX4314278,0.3624456426
SRX4314276,0.3168726166
SRX4314281,0.27098757490000003
SRX4314279,-0.0011604325
SRX4314280,0.3676016741
SRX4314284,0.10393793700000001
SRX4314283,0.4632399719
SRX4314282,0.0225205054
SRX4314293,-0.39418424500000004
SRX4314292,0.1478059714
SRX4314291,-0.3796078398
SRX4314297,-0.2681456906
SRX4314298,0.16205736010000002
SRX4314299,-0.3007735259
SRX4314302,-0.2304950537
SRX4314301,0.0866897392
SRX4314300,0.1385367384
SRX4314305,-0.07074135520000001
SRX4314304,0.2400216211
SRX4314303,0.125438227
SRX4314309,0.1168684894
SRX4314306,-0.042904049300000004
SRX4314308,-0.0781486436
SRX4314307,0.2089695788
SRX4314311,-0.0963539804
SRX4314317,-0.7238510218
SRX4314316,-0.8055171616
SRX4314318,-1.2230399084
SRX4314319,-1.1760233939
SRX4314331,-0.13346295630000002
SRX4314330,0.2060055034
SRX4314332,0.1980906409
SRX4314335,0.0748123841
SRX4314334,-0.1549231617
SRX4314333,-0.0995036687
SRX4314338,-0.0425546804
SRX4314336,-0.2986853964
SRX4314337,-0.21999808
SRX4314339,-0.5799324762
SRX4314340,-0.5032901623
SRX4314341,-0.5414775086
SRX3686762,1.9407410545000001
SRX3686763,1.8772146119
SRX3686761,2.0583112629
SRX3686765,0.3769852126
SRX3686769,0.5148167289
SRX3686766,0.6600527449
SRX3686768,0.6039577079
SRX3686764,0.4239278171
SRX3686767,0.4937755305
SRX3686788,0.1633680873
SRX3686791,0.0832710811
SRX3686792,-0.022895484100000002
SRX3686793,0.0613174768
SRX3686790,-0.2496051797
SRX3686789,-0.035455981500000004
SRX3686829,0.787894737
SRX3686830,0.6983444939
SRX3686828,0.7893108266000001
SRX3686819,0.5808498956
SRX3686818,0.6020602235
SRX3686817,0.6662561084
SRX3686822,0.319239643
SRX3686820,0.4031961525
