,0
gene_id,Rv1109c
name,Rv1109c
operon,Op722
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv0023,Rv1353c,Rv3249c,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1109c"">External Database</a>"
