,A,whiB1
SRX4647495,-0.2826889935,-0.0297157242
SRX4647499,0.0019789368,-0.2928313574
SRX4647500,0.3448077734,-0.18984393230000002
SRX4647493,2.801439053,-0.2683520875
SRX4647494,3.1277935071,-0.1822205381
SRX4647497,0.23867327740000002,-0.2208857004
SRX4647498,0.3680502406,0.08462516020000001
SRX4505482,2.2660648346,-0.1567436059
SRX4505486,2.6996009343000003,-0.2566843532
SRX4505484,2.983438282,0.0117591906
SRX4505473,3.0606880341,-0.1048998401
SRX4505476,-0.0108664738,-0.042182133100000005
SRX4505480,0.4377835011,0.045657334
SRX4505478,0.28189871250000004,-0.0204011037
SRX4505474,-0.7088157398,0.0169259028
SRX4505483,-5.7781692637,0.1583550736
SRX4505485,-5.0600840951,0.2397437254
SRX4505487,-6.293320212,0.18799028750000002
SRX4505488,-6.4594718488,0.0350356899
SRX4505481,-6.8312095782,0.07983677780000001
SRX4505477,-5.5788200588,0.0192590766
SRX4505475,-6.6499418544,-0.0720866
SRX4505479,-5.7832447269,0.125063706
SRX4605773,0.7984185417,0.16197383540000002
SRX4605774,0.28818483030000003,0.06683250290000001
SRX4605772,-0.058316600600000004,0.0738552613
SRX4605771,0.058316600600000004,-0.0738552613
SRX5178871,-1.4233066199,-0.0326344897
SRX5178872,-2.5822070902,-0.0349321846
SRX5178868,0.5263535345,-0.053457982200000004
SRX5178870,-0.5542322516,0.0898221022
SRX5178869,0.027878717100000002,-0.03636412
ERX1404045,-0.6767800110000001,-0.14276383650000002
ERX1404046,0.6767800110000001,0.14276383650000002
ERX1404043,-0.0212920271,0.1776930914
ERX1404044,0.7644756299000001,0.220039644
ERX237502,-16.0936744881,-1.6808711377
ERX237505,-12.9965914873,-0.7860791799
ERX237506,-17.2174778516,-1.1823568282
ERX237500,-35.1679473724,-1.829115896
ERX237497,-35.3815559136,-1.2309944158000001
ERX237499,-31.7203772318,-0.41730425250000003
ERX237507,-0.022266356600000002,0.0700064244
ERX237496,-1.1119553124000001,-0.1035971572
ERX237504,1.134221669,0.0335907327
ERX3772318,0.132312668,0.6774768749
ERX3772320,0.1663984053,0.5931449732
ERX3772319,-1.6907728924,0.6068005414000001
ERX3772321,2.4046490143,-0.0221409538
ERX3772322,0.7155691619,-0.2359092988
ERX3772323,-3.1202181762,0.25805025260000003
SRX4314262,1.6478873094000002,0.1046804805
SRX4314263,1.5893301225,0.0208807625
SRX4314261,-3.2372174318,-0.12556124300000002
SRX4314265,1.990084914,-0.1817974141
SRX4314266,-0.2518959468,-0.15293894500000002
SRX4314264,4.9457229389,0.08407851400000001
SRX4314268,6.7543700223,-0.0395077571
SRX4314267,4.8955147421,-0.09699550030000001
SRX4314271,7.0769332903,0.2691833661
SRX4314272,7.0237905035,0.31333837000000003
SRX4314275,7.8635446869,0.49360036370000004
SRX4314274,7.3798432684,0.2651878986
SRX4314273,8.4372243715,-0.1072872423
SRX4314278,7.3021791059,0.056952013700000005
SRX4314276,9.2248316155,-0.0176893562
SRX4314281,7.3151808096,0.05168485900000001
SRX4314279,8.3381172579,0.011660455200000001
SRX4314280,7.6068505172,0.0807316626
SRX4314284,7.8615499653,-0.049057889800000004
SRX4314283,5.5926527106,-0.2189065643
SRX4314282,6.8890604075,-0.0410149246
SRX4314293,6.1801234672,-0.1778967804
SRX4314292,-1.475497208,-0.1405337553
SRX4314291,-0.3732171871,-0.058193295400000004
SRX4314297,-4.1365366729,-0.295598497
SRX4314298,-2.6181911967,-0.0104237702
SRX4314299,-5.9436228433,-0.2741043613
SRX4314302,-8.3842548343,-0.2401246529
SRX4314301,-4.3916639661,0.0887777357
SRX4314300,-3.4437453622,-0.2221552796
SRX4314305,-9.8943576223,-0.1766992405
SRX4314304,-7.8484124785,-0.0899116405
SRX4314303,-7.9511175133,-0.14148950770000002
SRX4314309,-4.4732006877,-0.1053947626
SRX4314306,-8.2174807892,-0.013907070700000001
SRX4314308,-5.7737182841,-0.1191980948
SRX4314307,-8.0000135699,0.030769422600000002
SRX4314311,-8.8493323313,-0.2462396375
SRX4314317,-12.7121879001,-0.1917576186
SRX4314316,-9.932897799100001,-0.369026776
SRX4314318,-7.6224023461,-0.10943237850000001
SRX4314319,-7.0765146861,-0.1436361629
SRX4314331,-3.7532012879,-0.0656564873
SRX4314330,-5.1748953252,-0.0973255466
SRX4314332,-5.1610158788,-0.31238177170000003
SRX4314335,-0.18246004100000002,-0.3989409933
SRX4314334,2.0461493984,-0.2302608955
SRX4314333,1.3706823274,-0.2663475122
SRX4314338,2.2740325655999998,-0.3639467407
SRX4314336,3.2309865739,-0.4286417867
SRX4314337,3.5112477061,-0.4544200873
SRX4314339,7.2604921597,-0.4149532461
SRX4314340,8.6206208772,-0.188618382
SRX4314341,6.2403037857,-0.28954754790000004
SRX3686762,-1.0225451569,0.0846364691
SRX3686763,-0.3554949489,0.074307752
SRX3686761,-1.5020727671,0.0033021238
SRX3686765,-1.1922879639,0.1555031603
SRX3686769,-2.8784445276,0.3028180775
SRX3686766,-2.3813301078,0.527926954
SRX3686768,-2.3658298173,0.5743888243
SRX3686764,-1.8941875715,0.1399318789
SRX3686767,-2.6152806603,0.1814451789
SRX3686788,0.4120846118,0.0075490324
SRX3686791,-0.5710890150000001,-0.0488459392
SRX3686792,0.415034883,-0.0238943286
SRX3686793,-0.1652780801,-0.2593914332
SRX3686790,-0.051509410900000004,0.290243829
SRX3686789,-0.039242989000000006,0.0343388395
SRX3686829,-2.3489919686,0.2593645643
SRX3686830,-3.3095853093,0.041085188200000004
SRX3686828,-1.8812633476,0.0643574212
SRX3686819,-5.7734262403,-1.4895680935
SRX3686818,-6.3966039958,-1.6540342262
SRX3686817,-7.1248047461,-1.7305923927
SRX3686822,-11.655433664,-1.4787094912
SRX3686820,-12.3596002561,-1.6472628929000002
SRX3686821,-11.8331874015,-1.4621911232
SRX3686743,-4.8868736763000005,-0.1263106742
SRX3686744,-4.3904239161,-0.0592951584
SRX3686745,-4.700624368,-0.0824026809
SRX3686772,1.1105821329,0.5243173897
SRX3686770,-3.0470512642,0.1811267115
SRX3686771,-1.0467185623,0.312549956
SRX3686794,1.4206998264,0.2347743361
SRX3686796,-3.0864317951,-0.1202591124
SRX3686751,-2.6624176552,0.26867382840000004
SRX3686749,-3.1917026052,0.5619290664000001
SRX3686750,-2.7548462584999998,0.3691046035
SRX3686778,1.2476235291,0.3083798641
SRX3686777,-0.5508182358,0.2105854392
SRX3686776,-2.1136381946,0.3737867814
SRX3686800,-2.147605459,-0.2251038974
SRX3686801,-2.3685553217,-0.4437518764
SRX3686755,-8.2492738133,0.2936417394
SRX3686757,-4.3486177385,0.3244539571
SRX3686756,-4.105775095,0.5396580805
SRX3686784,0.9747197172000001,0.2382607712
SRX3686783,-1.4381357341,0.11540547100000001
SRX3686782,-4.0522646769,-0.2720098203
SRX3686809,-2.2335071409,-0.1752854725
SRX3686807,-2.6647652788,-0.2492594299
SRX3686808,-2.1178601793,-0.2231317264
SRX3686787,-6.9824141865,-0.2527347957
SRX3686786,-7.2032302987,-0.4029954086
SRX3686785,-6.1907107107,-0.22108341550000002
SRX3686799,-8.3790324914,-0.726752458
SRX3686797,-7.6449768384,-0.522610514
SRX3686798,-8.5965829887,-0.4216716291
SRX3686746,-6.997344161,-0.1996882297
SRX3686748,-6.9588700557,-0.19013025600000003
SRX3686747,-6.8063274975,-0.12274593510000001
SRX3686773,-1.6011573051,0.4338300456
SRX3686774,-0.37826395230000004,0.4275118732
SRX3686775,1.0394259698,0.3482501311
SRX3686754,-8.5699002263,-0.1266285644
SRX3686753,-8.5080461071,-0.2844907228
SRX3686752,-7.8384887743,-0.2221899236
SRX3686780,-4.9161308934,-0.1507193087
SRX3686779,-3.9609170904,0.2179485169
SRX3686781,-4.1814031907,-0.2260815066
SRX3686806,-10.6110797922,-0.9831025124
SRX3686805,-10.4142214382,-0.8066548536
SRX3686758,-10.9789516304,-0.0919530025
SRX3686760,-10.8879994737,0.0157884839
SRX3686759,-11.4029969942,-0.029109252000000002
SRX3686810,-10.0095501188,-0.5897218781
SRX3686811,-10.4114064402,-0.8576854149
SRX3686812,-9.8736140274,-0.8246252287
SRX3686813,0.0431935936,0.220202518
SRX3686815,-12.7762269777,-1.3070618119000001
SRX3686816,-12.831768625,-1.3257862023
SRX3686823,1.2386389264,0.1630230135
SRX3686824,1.6878287252000002,0.2397811978
SRX3686825,-5.6423636816,-0.1331504216
SRX3686827,-8.1126538818,-0.1359284684
SRX3686826,-7.595344351,-0.1870133391
SRX7054191,0.0345971428,-0.1698785713
SRX7054189,-0.0484384602,-0.2756793447
SRX7054190,0.0138413174,0.44555791600000005
SRX7054193,6.925486015,0.69256016
SRX7054192,7.0084171525,0.6258594608
SRX7054194,7.1318218016,0.7277788913000001
SRX4506284,7.4987644283,1.5615650145000002
SRX4506280,8.2694846633,1.567157981
SRX4506282,7.7416892248,1.5944017528
SRX4506278,7.4764450346,1.6006332147
SRX4506274,0.2657656442,-0.0968751117
SRX4506273,-0.1387425049,0.0497029937
SRX4506271,-0.6259648692,0.00028783950000000003
SRX4506276,0.4989417299,0.0468842785
SRX4506283,-1.2701801251,-0.2483577075
SRX4506279,-1.020924704,-0.2707046763
SRX4506285,-0.9402592814,-0.3197192967
SRX4506281,-1.0023659382,-0.40768850640000004
SRX4506275,1.5033834715999999,-0.2837169338
SRX4506277,1.6495690649,-0.2962587275
SRX4506272,1.1985494684,-0.2459671066
SRX2923393,0.7318468259,0.037769775400000004
SRX2923394,-0.7318468259,-0.037769775400000004
SRX2923398,-14.2208629425,1.8907836769
SRX2923397,-10.559163478,1.4806452409
SRX2923395,-18.9219187583,-1.882301883
SRX2923396,-19.1054931786,-2.1476350405
SRX2923400,-2.1133985754,-1.4895580984
SRX2923401,-1.1388016304,-1.8668068184000002
SRX2923403,-9.9472674944,-0.8886381127
SRX2923402,-13.6592629893,-0.7755233702000001
SRX6853288,1.0175716556,-0.1191902319
SRX6853287,1.350569228,-0.2983016748
SRX6853286,2.2233855243,-0.3894153738
SRX6853284,0.6704666765,-0.1291356703
SRX6853285,0.2766903798,-0.0098073497
SRX6853283,-0.9471570564,0.13894302
SRX4319040,-0.9306844167,-0.2003756523
SRX4319041,0.6248166365000001,0.09305122290000001
SRX4319039,0.3058677801,0.1073244294
SRX4314613,10.9002757977,1.3464873858
SRX4314614,11.4860964203,1.7338649235
SRX4314615,8.9732541467,1.2015590148
SRX4314632,9.282270653,0.8573708951000001
SRX4314631,8.0725341729,0.8211609442000001
SRX4314633,9.7004188231,0.9313316822000001
SRX4314622,14.0464944126,1.4693262783
SRX4314623,13.246973459,1.4331865122
SRX4314624,12.5140398413,1.6792500894
SRX4314611,0.7083393697,0.1029766502
SRX4314610,-0.26873334320000003,0.004332932
SRX4314612,-0.4396060265,-0.1073095822
SRX4314630,6.6950860164,-0.0287365828
SRX4314628,6.391109603,-0.0144095025
SRX4314629,5.1436844098,-0.3220919283
SRX4314619,8.7810855217,-0.08158896730000001
SRX4314621,9.1331408893,-0.0452522806
SRX4314620,8.3799204244,-0.2494043377
SRX7119390,0.4370036787,0.1577806182
SRX7119388,-0.4370036787,-0.1577806182
SRX7119386,-1.0749818366,1.2640857947
SRX7119385,0.4517013908,1.1610565159
SRX7119387,-0.9694627822,1.2672904174
SRX3746749,-9.8686260973,-1.1069342348
SRX3746748,-8.2383143765,-0.6998342115
SRX3746751,2.6688757500999998,1.1944870076
SRX3746750,1.4634669617,0.39550025510000003
SRX3746752,0.6043260167,-0.0278550693
SRX3746753,3.6282828165,1.2799250182
SRX3746755,0.9959847572,0.4780806991
SRX3746754,-0.9959847572,-0.4780806991
SRX2345943,1.2032100332,-0.31234800100000004
SRX2345942,-1.2032100332,0.31234800100000004
SRX2345941,-6.5429090945,0.5900035666
SRX2345940,-5.777811972,0.3729175755
SRX3992217,-1.3382455921,0.2150183366
SRX3992216,-1.7045210884,-0.2021534666
SRX3992214,15.9212804592,-0.2613346461
SRX3992215,5.5352339451,-0.5506436838000001
SRX3992221,5.8386669886,-0.6819042757
SRX3992220,16.631687765,-0.4653953619
SRX3992219,12.5268207441,-0.3086042764
SRX3992218,14.0927647308,-0.2559719199
SRX3992201,14.3736984337,-0.1947288054
SRX3992200,13.3389095967,-0.22477876300000002
SRX3992198,-0.41428365770000003,0.2035306835
SRX3992199,-0.9292328866,-0.10388787790000001
SRX3992202,-0.24447768600000003,-0.1616593051
SRX3992203,-0.2880006606,0.0619805385
SRX3992204,11.9115457339,-0.0126634211
SRX3992205,-0.6369931898,-0.19565695130000002
SRX3992206,11.882838271,0.12194032960000001
SRX3992207,-1.0045749169,-0.3905741988
SRX3992209,15.1975542405,-0.1366648732
SRX3992208,17.7641942079,-0.276270145
SRX3992212,17.1033597148,-0.1625781004
SRX3992213,15.0561106425,-0.0507953612
SRX3992210,0.09253693710000001,-0.1150631891
SRX3992211,-0.09253693710000001,0.1150631891
SRX357084,-0.1905080093,0.0352957438
SRX357083,0.1905080093,-0.0352957438
SRX4647134,-4.1924995701,-0.5537812741
SRX4647137,0.8214075293,0.0643285047
SRX4647136,-4.1045503795,-0.4501001328
SRX4647135,-4.2543726389,-0.5378671076
SRX4647139,-0.0707627807,0.0506496451
SRX4647141,0.4781844047,-0.0504379529
SRX4647140,-0.2128113627,-0.0165483214
SRX4647138,-0.1946102613,0.0163366293
SRX4647128,-2.2030221115,0.1994369003
SRX4647127,-2.3150401183,0.2221119719
SRX4647129,-1.5332763435999999,0.1692540425
SRX4647126,-1.8992577508,0.22779858050000001
SRX4647133,-4.3852909049,0.42670078710000003
SRX4647132,-3.4333051792,0.4260230634
SRX4647131,-3.3017726281,0.4276979453
SRX4647130,-3.845477772,0.5928620848
SRX6923924,-5.3449963197,-1.4023360434
SRX6923925,-4.9450912451,-1.6022826309
SRX6923923,-8.671038169,-1.2153300651
SRX6923922,-7.6632836730000005,-1.2219809633
SRX6923939,0.0507353022,-0.0919079424
SRX6923938,-0.0507353022,0.0919079424
SRX6923936,-2.6365826795,0.22068218
SRX6923937,-2.9473461506,0.25001250280000004
SRX5509428,0.7095680776000001,-0.1223470775
SRX5509427,-0.7095680776000001,0.1223470775
SRX1882560,12.0248882025,1.0566217399
SRX1882558,11.2038049988,1.1674353656
SRX1882559,11.1464537576,1.1037806279
SRX1882561,10.7201329794,1.2758519306
SRX1882563,10.9275611048,1.2805327307
SRX1882562,10.8527119948,1.2812643269000001
SRX1882565,9.2499501874,1.3124454163000001
SRX1882566,8.7855148733,1.4547205762
SRX1882564,9.4378646764,1.2841944967
SRX1882568,8.6529259822,1.4588779622999999
SRX1882567,8.786749930100001,1.4614752731
SRX1882569,9.5865907854,1.3899538624
SRX1882555,-0.1715637777,-0.0267304036
SRX1882557,0.4506082101,0.065865739
SRX1882556,-0.2790444324,-0.0391353354
SRX5088615,-5.8500584199,-0.5385214857
SRX5088616,-3.0638200604,0.1162731537
SRX6845150,-21.4342837338,0.8379952660000001
SRX6845149,-31.8403198846,1.2838286074
SRX6845151,1.9418110191,-0.0129891812
SRX6845152,-0.16582817930000002,-0.3602275736
SRX6845145,-24.7836564601,2.0307728434
SRX6845146,-21.9377797834,2.0989623427
SRX6845142,1.2659591604,0.7789269548000001
SRX6845141,2.3108459755,0.8391899664
SRX6845144,-2.3475773168,-0.142714593
SRX6845143,2.3475773168,0.142714593
SRX5605051,0.059547331,0.03690446
SRX5605045,-0.059547331,-0.03690446
SRX5605060,3.0795639542,-0.0159612487
SRX5605059,4.2943223555,0.10389948140000001
SRX2382017,-0.2080211011,0.035825374800000004
SRX2382024,0.2080211011,-0.035825374800000004
SRX2382027,5.4323156216,-0.5546146721
SRX2382029,6.5446669217,-0.49273727910000004
SRX2382217,8.9503013827,-0.19143822970000002
SRX2382023,7.9549147239,-0.219178913
SRX2382218,5.5970011462,0.24559317800000002
SRX2382219,2.4311191788,-0.1864303586
SRX2382213,5.133591096,-0.3444784462
SRX2382019,7.3997925271,-0.2363561528
SRX2382214,1.0269291676,-0.0634558418
SRX2382215,0.0269999888,-0.0042085513
SRX2382020,-1.2896333248,-0.0242937842
SRX2382216,-1.9180657865000001,-0.5046506655
SRX2382022,-0.6065628082,0.0723203065
SRX2382033,0.1810258263,0.3899331964
SRX2382220,-8.9616964615,-2.3929568056
SRX2382222,-7.2106982164,-1.7908544968000002
SRX2382030,-9.2297937468,-1.3329013861
SRX4506350,-1.1795704399,0.0074250111
SRX4506352,-1.3630852795,0.24969443900000002
SRX4506354,-1.1407215235,0.09213725090000001
SRX4506348,0.0057455215000000006,-0.0263990202
SRX4506346,-0.1821881479,0.0594735444
SRX4506344,0.1764426264,-0.033074524200000004
SRX4506351,6.3955037390000005,0.5998479703
SRX4506353,6.5807465270000005,0.6204614397
SRX4506355,6.2916265997,0.6191950604
SRX4506349,3.923219023,1.112385132
SRX4506345,3.1352201394,1.2260443859
SRX4506347,3.16778295,1.0339674468
SRX4514122,2.4236509989,0.3640829922
SRX4514124,-0.3521636937,-0.1099530217
SRX4514126,-0.5270580384,-0.17094220070000002
SRX4514120,1.7102945992,0.43127064140000004
SRX4514112,1.2623015125000001,0.0967712478
SRX4514116,-1.4539798113,-0.0069234564
SRX4514118,-2.8336767192,-0.1544668048
SRX4514114,3.0253550181,0.0646190133
SRX4514121,2.143362619,0.3747140125
SRX4514125,0.20917946310000002,-0.11301705590000001
SRX4514127,-0.1826515431,-0.058129182700000004
SRX4514123,2.2741306856,0.30253252010000004
SRX4514115,2.6304568007,0.2236069648
SRX4514117,-1.9913846808,-0.1401806251
SRX4514113,2.5921951859,0.1192980466
SRX4514119,-2.7271790183,-0.058877602300000005
SRX958308,-6.8003853921,0.1410589559
SRX958306,-7.1452830032,-0.0229469872
SRX958307,-9.7347133594,0.3742148534
SRX958313,-0.5153347432000001,-0.18193195950000002
SRX958312,0.9118671624,0.019098056500000002
SRX958314,-0.3965324193,0.1628339029
SRX958320,-7.0196465127,1.1592545396
SRX958318,-6.2527424821,1.7020641558
SRX958319,-5.5138617625,1.6191264281
SRX958323,-18.2449984015,0.9368564743000001
SRX958322,-16.2829222544,1.3180136297
SRX958321,-15.2508718954,1.2856276108
SRX958310,0.10272563950000001,0.0158849827
SRX958309,0.057328878900000005,-0.1369411989
SRX958311,-0.9251256179,0.0268774487
SRX958317,0.9581714147,0.1435111108
SRX958315,1.2185608216000001,0.2706244684
SRX958316,1.4684707716,0.0305120501
SRX958324,-0.6561413834000001,0.7571978716000001
SRX958325,-0.9390095269000001,0.6817107020000001
SRX4498322,-0.3419946244,0.1968112848
SRX4498318,-0.2904940726,0.2457964619
SRX4498320,-0.43150388440000004,0.15930538930000002
SRX4498316,0.1302553166,0.1784529387
SRX4498312,0.0261269295,0.1146447698
SRX4498308,-0.2157641414,0.00011306860000000001
SRX4498314,0.154508211,-0.10949287540000001
SRX4498310,0.035129001,-0.005264963
SRX4498319,-2.9681541281,1.8326827129
SRX4498317,-3.105336527,1.8772778629
SRX4498311,-0.26681131880000003,0.38248091770000003
