,Value,list
TF,whiB1,
reg_genes,45,"['Rv0514' 'pepR' 'phoP' 'greA' 'hadA' 'Rv3463' 'papA5' 'drrC' 'rpmJ'
 'Rv0996' 'hemB' 'PE12' 'drrA' 'Rv0513' 'Rv0634c' 'drrB' 'panB' 'rsbW'
 'ppsE' 'rpmG2' 'ppsD' 'hadC' 'cyp121' 'Rv0998' 'usfY' 'hadB']"
comp_genes,32,"['rpoB' 'rplQ' 'rplJ' 'Rv3920c' 'rpsJ' 'rpsK' 'rplN' 'rpsD' 'rpsM'
 'Rv3921c' 'rplL' 'rpoA' 'rpoC']"
both_genes,19,"['rpsC' 'rplD' 'rpmD' 'rplE' 'rplV' 'rplW' 'rpsN1' 'rplF' 'rpsE' 'rplB'
 'rplC' 'rplR' 'rplX' 'rpsQ' 'rplP' 'rpsH' 'rpmC' 'rpsS' 'rplO']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
