,0
gene_id,Rv1783
name,eccC5
operon,Op1117
gene_product,ESX-5 type VII secretion system protein EccC5
COG,"Cell cycle control, cell division, chromosome partitioning"
regulator,"Rv0023,Rv0273c,tcrA,csoR,Rv1719,Rv1776c,Rv2011c,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1783"">External Database</a>"
