,Value,list
TF,fasR,
reg_genes,0,[]
comp_genes,12,['echA7' 'Rv0859' 'modA' 'fadE5' 'fadB' 'fadE20' 'Rv1856c']
both_genes,0,['fadE13' 'Rv0976c' 'accA2' 'accD2' 'fadE12']
reg_genes2,5,
comp_genes2,0,
both_genes2,0,
