sample,Rv3378c
SRX3995807,0.5743253030000001
SRX3995806,0.4227293317
SRX3995809,0.3416457873
SRX3995808,-0.26456887160000003
SRX4619048,0.40848582710000003
SRX4619047,-0.026346192100000002
SRX4619049,-0.11539630960000001
SRX4619050,0.1466598628
SRX3995804,0.030833874900000002
SRX3995805,-0.030833874900000002
SRX5089845,0.42196760920000004
SRX5089844,0.4285550594
SRX5089860,0.038692889200000004
SRX5089859,-0.2210983937
SRX5089858,0.1824055045
SRX5089854,0.12149301970000001
SRX5089853,-0.0985145733
SRX5089852,0.1918891422
SRX5089856,0.6692288033
SRX5089855,0.9820485158000001
SRX5089857,0.5829319976
SRX5089868,0.4312899001
SRX5089866,0.3391628869
SRX5089867,0.11182166830000001
SRX5089870,0.737248109
SRX5089869,0.8372578519
SRX5089871,0.7436916933000001
SRX5089846,0.1890934138
SRX5089848,0.2176234541
SRX5089847,-0.4742108494
SRX5089849,0.7882264550000001
SRX5089850,0.5376310542
SRX5089851,0.8042419878
SRX5089863,0.06938488720000001
SRX5089861,0.2439529296
SRX5089862,0.3549620271
SRX5089865,0.41027080730000004
SRX5089864,0.6774780653
SRX5388955,-0.0214970767
SRX5388957,0.0055192826000000006
SRX5388954,-0.0687502618
SRX5388956,0.08472805580000001
SRX5388960,-0.9345047852
SRX5388961,-0.5367029441
SRX5388959,-0.9959325737
SRX5388958,-0.9636068732
SRX5388964,-0.1818965535
SRX5388965,-0.1702438561
SRX5388962,0.17438916100000001
SRX5388963,0.0212875584
SRX6889335,0.2961117256
SRX6889333,-0.2961117256
SRX6810002,-0.12877345310000002
SRX6810004,-0.21828227930000002
SRX6810003,0.34705573240000004
SRX6810006,-1.0091655539
SRX6810005,-1.3928825817
SRX6810007,-0.5393724439
ERX1818322,-0.1680886613
ERX1818321,0.1680886613
SRX2617830,0.8284251587
SRX2617831,0.7108424081
SRX2617833,-0.4774350343
SRX2617832,-0.45371250750000003
SRX2617828,0.042430459000000004
SRX2617827,-0.0329048932
SRX2617829,-0.0095255658
SRX3456119,0.1930974725
SRX3456118,0.7238284706
SRX3456117,1.0005955395
SRX3456101,-0.1592639813
SRX3456099,-0.14554620100000001
SRX3456100,0.3048101823
SRX3456107,1.8068365070999999
SRX3456105,2.2946510728
SRX4374122,-0.4306250425
SRX4374121,-0.2693271849
SRX4374123,-0.2537749225
SRX4374124,-0.11193760380000001
