sample,Rv2395B
SRX4314280,-0.5466871891
SRX4314284,-0.8473815494
SRX4314283,-0.5913517399
SRX4314282,-0.9163046046000001
SRX4314293,-1.379156696
SRX4314292,-0.9380740854
SRX4314291,-0.9282660026
SRX4314297,-0.4687524115
SRX4314298,-0.27223190140000003
SRX4314299,-0.83995286
SRX4314302,-0.7457508977
SRX4314301,-0.37645127030000003
SRX4314300,-0.5052534455000001
SRX4314305,-0.17475255680000001
SRX4314304,0.4151119662
SRX4314303,0.2209237654
SRX4314309,0.0324275253
SRX4314306,-0.11982837780000001
SRX4314308,-0.4639942905
SRX4314307,0.09812915380000001
SRX4314311,-0.29066700700000003
SRX4314317,0.1667070651
SRX4314316,0.20302170760000002
SRX4314318,0.8199774288
SRX4314319,0.8385815991000001
SRX4314331,1.2134808819
SRX4314330,1.293044107
SRX4314332,1.3031154546
SRX4314335,1.0687633206
SRX4314334,0.9963614129
SRX4314333,0.872144223
SRX4314338,1.0245883196
SRX4314336,0.9771742106
SRX4314337,0.9120930386
SRX4314339,0.6382448416000001
SRX4314340,0.525455966
SRX4314341,0.7750882415
SRX3686762,0.9353666144
SRX3686763,0.9920416072
SRX3686761,0.9050508145
SRX3686765,0.4482636929
SRX3686769,0.3763544956
SRX3686766,0.07259211730000001
SRX3686768,0.1170262098
SRX3686764,0.3648304895
SRX3686767,0.2929155295
SRX3686788,0.1709915648
SRX3686791,0.1081373162
SRX3686792,-0.0104889473
SRX3686793,-0.0274798723
SRX3686790,-0.3105588556
SRX3686789,0.0693987942
SRX3686829,0.6087989423
SRX3686830,0.646634457
SRX3686828,0.6282831120000001
SRX3686819,1.2232252668
SRX3686818,1.1252678912
SRX3686817,1.078257842
SRX3686822,0.7699637180000001
SRX3686820,1.2064600532
SRX3686821,0.9774767399000001
SRX3686743,0.9602596975000001
SRX3686744,1.027948267
SRX3686745,1.0353063968
SRX3686772,0.9452284184
SRX3686770,0.8648471050000001
SRX3686771,0.9935914442
SRX3686794,0.33719842110000003
SRX3686796,0.8647946631000001
SRX3686751,0.883424922
SRX3686749,0.48150265270000003
SRX3686750,0.7480313405
SRX3686778,1.288162344
SRX3686777,1.3672665452000001
SRX3686776,1.4397638311
SRX3686800,0.7386603439
SRX3686801,0.8974415163
SRX3686755,0.7403876166000001
SRX3686757,0.6976391286
SRX3686756,0.6252880644000001
SRX3686784,1.4587543254
SRX3686783,1.4910029361000001
SRX3686782,1.5030043427000002
SRX3686809,1.2562455285
SRX3686807,1.1288712086000001
SRX3686808,1.1962930252
SRX3686787,1.6545062838
SRX3686786,1.7324737221
SRX3686785,1.5376393981
SRX3686799,0.9689689427
SRX3686797,0.9559113635
SRX3686798,1.0134317774
SRX3686746,1.1505551938
SRX3686748,0.9696046784000001
SRX3686747,1.105518076
SRX3686773,0.8332448251
SRX3686774,0.8971379319
SRX3686775,1.2135589856
SRX3686754,1.1637761493
SRX3686753,1.3917566775
SRX3686752,1.308049247
SRX3686780,1.6253367657000002
SRX3686779,1.5170508529
SRX3686781,1.3916632433
SRX3686806,1.0919063836
SRX3686805,1.1475674981
SRX3686758,1.2781358192
SRX3686760,1.244711435
SRX3686759,1.2508196941
SRX3686810,1.3264907644
SRX3686811,1.3249724225000001
SRX3686812,1.1512456623
SRX3686813,1.0506645868
SRX3686815,1.1903841139
SRX3686816,1.2587569372
SRX3686823,1.0860195195
SRX3686824,1.0520034896
SRX3686825,1.1205673287
SRX3686827,1.036796712
SRX3686826,1.0323151936
SRX7054191,-0.20092716200000002
SRX7054189,0.038439127100000005
SRX7054190,0.1624880349
SRX7054193,0.1089757464
SRX7054192,0.014652896700000001
SRX7054194,-0.1223663767
SRX4506284,0.9319980516
SRX4506280,0.9138935856
SRX4506282,0.8391056773000001
SRX4506278,0.9238793046
SRX4506274,-0.012487241500000001
SRX4506273,0.0091253119
SRX4506271,0.08971123710000001
SRX4506276,-0.0863493074
SRX4506283,0.6896809148
SRX4506279,0.7410542221
SRX4506285,0.8417994198000001
SRX4506281,0.7655580653
SRX4506275,0.0018076788000000001
SRX4506277,0.1007533006
SRX4506272,0.041529336300000004
SRX2923393,0.1240633918
SRX2923394,-0.1240633918
SRX2923398,1.2115736615000001
SRX2923397,1.6308875444000002
SRX2923395,1.6406884261
SRX2923396,1.7427927065
SRX2923400,-0.28196580250000003
SRX2923401,-0.44091759999999997
SRX2923403,2.9447648404
SRX2923402,3.1372970744
SRX6853288,0.4296598183
SRX6853287,-0.0624991367
SRX6853286,-0.033307355000000004
SRX6853284,-0.1799723533
SRX6853285,0.3001869138
SRX6853283,-0.1202145605
SRX4319040,0.1092245599
SRX4319041,-0.1913878473
SRX4319039,0.0821632874
SRX4314613,0.9060020294000001
SRX4314614,0.7318627665
SRX4314615,0.6731629183000001
SRX4314632,-0.6412866099
SRX4314631,-0.2695920247
SRX4314633,-0.4465998289
SRX4314622,-0.0378882921
SRX4314623,-0.1334430224
SRX4314624,-0.153774129
SRX4314611,0.0058021963000000005
SRX4314610,0.0028271641
SRX4314612,-0.0086293605
SRX4314630,-1.1259868988
SRX4314628,-0.8523819955
SRX4314629,-0.8253030931
SRX4314619,-0.48119718170000003
SRX4314621,-0.4252034086
SRX4314620,-0.5166807403
SRX7119390,-0.09517450820000001
SRX7119388,0.09517450820000001
SRX7119386,-1.1069622157
SRX7119385,-1.2408196458
SRX7119387,-0.6782803087
SRX3746749,0.5053106022
SRX3746748,0.45601197930000004
SRX3746751,-0.4496411624
SRX3746750,0.051339198700000005
SRX3746752,-0.0429122517
SRX3746753,-0.31213028330000003
SRX3746755,-0.7754719707000001
SRX3746754,0.7754719707000001
SRX2345943,0.0738684334
SRX2345942,-0.0738684334
SRX2345941,1.2850818595
SRX2345940,1.4227646225
SRX3992217,-0.0965927022
SRX3992216,0.0829712918
SRX3992214,0.5954934573
SRX3992215,0.23901424940000002
SRX3992221,0.036076706800000004
SRX3992220,0.4138519433
SRX3992219,-0.9952189962
SRX3992218,-1.1952313969000001
SRX3992201,-1.1527307728
SRX3992200,-0.8474032476000001
SRX3992198,-0.0073056555
SRX3992199,0.0542491133
SRX3992202,0.047600441300000004
SRX3992203,-0.1303395116
SRX3992204,0.6996841463
SRX3992205,0.5484448028000001
SRX3992206,0.770310724
SRX3992207,0.5913106060000001
SRX3992209,-0.32600567950000003
SRX3992208,-0.6701828527
SRX3992212,-0.3832947674
SRX3992213,-0.2753811875
SRX3992210,0.09943951050000001
SRX3992211,-0.09943951050000001
SRX357084,-0.077824798
SRX357083,0.077824798
SRX4647134,-0.1836254257
SRX4647137,0.0310940754
SRX4647136,-0.2147660026
SRX4647135,-0.2213176738
SRX4647139,-0.051854504700000005
SRX4647141,0.024849055000000002
SRX4647140,-0.020104107700000002
SRX4647138,0.0471095573
SRX4647128,0.20690838020000002
SRX4647127,0.2164084672
SRX4647129,0.1434277475
SRX4647126,0.1816675898
SRX4647133,0.43572649999999996
SRX4647132,0.38893847870000003
SRX4647131,0.4168776401
SRX4647130,0.5021356091
SRX6923924,-1.0465683913
SRX6923925,-0.8498285478000001
SRX6923923,-0.7760319124
SRX6923922,-0.42808095100000004
SRX6923939,-0.0013852144
SRX6923938,0.0013852144
SRX6923936,0.034881724600000004
SRX6923937,0.1811971182
SRX5509428,0.041940701000000004
SRX5509427,-0.041940701000000004
SRX1882560,-0.013581985000000001
SRX1882558,0.0328247315
SRX1882559,-0.041597207500000004
SRX1882561,-0.2582002587
SRX1882563,-0.2286233201
SRX1882562,-0.24196939680000001
SRX1882565,-0.4811421054
SRX1882566,-0.40846748850000003
SRX1882564,-0.478500389
SRX1882568,-0.4913925174
SRX1882567,-0.5621981756000001
SRX1882569,-0.6342724381
SRX1882555,-0.0036568879
SRX1882557,-0.0210422063
SRX1882556,0.024699094300000002
SRX5088615,-0.4257637628
SRX5088616,-0.7937662285
SRX6845150,0.1264480478
SRX6845149,1.1963402229
SRX6845151,-0.0990438986
SRX6845152,-0.5489496463
SRX6845145,-2.1161402102
SRX6845146,-1.5374352008
SRX6845142,0.3830212275
SRX6845141,0.4501709117
SRX6845144,0.0402796175
SRX6845143,-0.0402796175
SRX5605051,-0.0139588399
SRX5605045,0.0139588399
SRX5605060,-0.42016214970000004
SRX5605059,-0.6671355093
SRX2382017,-0.0467050315
SRX2382024,0.0467050315
SRX2382027,0.7519427015
SRX2382029,0.6744851591000001
SRX2382217,0.4135436536
SRX2382023,0.49971441600000005
SRX2382218,-0.0042209255
SRX2382219,0.2700815462
SRX2382213,0.3466723397
SRX2382019,0.29580002250000004
SRX2382214,-0.0956993647
SRX2382215,0.1931847512
SRX2382020,-0.2277111879
SRX2382216,0.0605158125
SRX2382022,-0.17748099720000002
SRX2382033,-0.2874921265
SRX2382220,0.13394550260000002
SRX2382222,0.1565548617
SRX2382030,-0.6555499037
SRX4506350,0.0743508258
SRX4506352,0.0289246355
SRX4506354,-0.0064364826000000005
SRX4506348,0.0348906999
SRX4506346,0.0112176574
SRX4506344,-0.0461083573
SRX4506351,-0.012091867000000001
SRX4506353,-0.021466998
SRX4506355,0.0227502604
SRX4506349,0.1439189257
SRX4506345,0.2688622002
SRX4506347,0.332307893
SRX4514122,-0.33407668630000004
SRX4514124,-0.0232728526
SRX4514126,-0.0036719982
SRX4514120,-0.16689414860000001
SRX4514112,-0.1154476851
SRX4514116,0.12190970920000001
SRX4514118,0.12610996
SRX4514114,-0.1325719841
SRX4514121,-0.2886478807
SRX4514125,-0.0754349782
SRX4514127,-0.178601841
SRX4514123,-0.2627631153
SRX4514115,-0.34460890800000005
SRX4514117,0.2360925388
SRX4514113,-0.10409490390000001
SRX4514119,-0.0260706583
SRX958308,-0.6993524170000001
SRX958306,-0.6769683099
SRX958307,-1.2687231878
SRX958313,0.0252441045
SRX958312,0.3055003672
SRX958314,-0.3307444717
SRX958320,-1.4135442142
SRX958318,-1.0690073293
SRX958319,-1.0065478031
SRX958323,-0.9313219919
SRX958322,-0.9990186853
SRX958321,-0.8869665461
SRX958310,-0.6794531692
SRX958309,-1.0231841444
SRX958311,-0.5784566011
SRX958317,-1.9120662206
SRX958315,-1.7034790963000002
SRX958316,-1.753500257
SRX958324,-3.0039936093
SRX958325,-2.8640804117
SRX4498322,-0.06969290980000001
SRX4498318,-0.0134192149
SRX4498320,0.2588821467
SRX4498316,0.3057993919
SRX4498312,-0.07368003370000001
SRX4498308,-0.0242060035
SRX4498314,0.0258739435
SRX4498310,0.0720120937
SRX4498319,1.6622759857
SRX4498317,1.5783714744
SRX4498311,0.2920347668
SRX4498315,0.100150445
SRX4498309,0.0883968375
SRX4498313,0.1474804439
SRX4615568,0.3744596759
SRX4615570,-0.3744596759
SRX727246,2.0423448181
SRX727243,2.3094585156
SRX727247,1.6911194511
SRX727244,2.1883203207
SRX727245,2.2426190793
SRX727248,2.0138772037
SRX727249,0.0394827657
SRX727251,-0.0436211733
SRX727250,0.0041384076
SRX4498332,0.18591881500000002
SRX4498334,0.3152136031
SRX4498335,0.068552217
SRX4498337,0.23376449
SRX4498324,0.0406352738
SRX4498326,-0.0357969929
SRX4498328,-0.018487041200000002
SRX4498330,0.0136487603
SRX4498336,-0.6508155548
SRX4498333,-0.6330275806
SRX4498338,-0.471558224
SRX4498329,0.0378668988
SRX4498325,0.2008330391
SRX4498327,-0.1558723384
SRX4498331,-0.1658561529
