,Value,list
TF,mce1R,
reg_genes,14,['Rv0177' 'Rv1733c' 'mce1F' 'mce1R' 'yrbE1A' 'fadD5' 'Rv0176' 'Rv0178']
comp_genes,15,['nuoB' 'nuoG' 'nuoC' 'nuoL' 'nuoE' 'nuoJ' 'nuoH' 'nuoD' 'nuoF']
both_genes,6,['yrbE1B' 'mce1A' 'mce1D' 'mce1B' 'lprK' 'mce1C']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
