sample,Rv2231B
SRX3995807,0.39718125530000004
SRX3995806,-0.0341147365
SRX3995809,0.16267871650000001
SRX3995808,-0.0289260501
SRX4619048,-0.3111735846
SRX4619047,-0.2445376108
SRX4619049,-0.4259244513
SRX4619050,0.2299416528
SRX3995804,-0.3202593355
SRX3995805,0.3202593355
SRX5089845,0.2820796003
SRX5089844,0.0791383898
SRX5089860,-0.0914470673
SRX5089859,-0.20882039730000002
SRX5089858,0.30026746460000003
SRX5089854,-0.7216774366
SRX5089853,-1.2112655542
SRX5089852,-1.1336084249
SRX5089856,0.0831803977
SRX5089855,0.12752189790000001
SRX5089857,-0.16444562710000002
SRX5089868,-0.3154809404
SRX5089866,-1.1077344566
SRX5089867,-0.8076161329
SRX5089870,0.8286952041000001
SRX5089869,0.6663161369
SRX5089871,0.8791278161
SRX5089846,-0.6367074736
SRX5089848,-0.7168415394000001
SRX5089847,-1.078798988
SRX5089849,0.0728955734
SRX5089850,-0.164818243
SRX5089851,0.2121038506
SRX5089863,-1.0471635391
SRX5089861,-0.522188726
SRX5089862,-0.7380725393
SRX5089865,-0.0236477464
SRX5089864,0.4521005722
SRX5388955,-0.1335207868
SRX5388957,-0.1734524148
SRX5388954,0.0881300002
SRX5388956,0.21884320140000002
SRX5388960,-0.445993603
SRX5388961,0.48056886400000004
SRX5388959,-0.0215134028
SRX5388958,-0.0770808328
SRX5388964,-0.3015120282
SRX5388965,0.444837311
SRX5388962,1.0277511989
SRX5388963,0.9812065713
SRX6889335,0.327156863
SRX6889333,-0.327156863
SRX6810002,-0.6360801801
SRX6810004,0.1087262024
SRX6810003,0.5273539778
SRX6810006,1.1510586292
SRX6810005,0.7639326258
SRX6810007,1.5978794060000001
ERX1818322,0.6365636151
ERX1818321,-0.6365636151
SRX2617830,0.6309389353
SRX2617831,0.6577510765
SRX2617833,-0.4541773331
SRX2617832,-0.036062042
SRX2617828,0.1177799726
SRX2617827,0.0563411573
SRX2617829,-0.1741211298
SRX3456119,-1.2667848986
SRX3456118,-0.3677565605
SRX3456117,0.5412266987000001
SRX3456101,-0.2938217088
SRX3456099,0.1807664282
SRX3456100,0.1130552806
SRX3456107,0.177045647
