,-0.059290698146148,-0.046114987447004,-0.03293927674786,-0.019763566048716,-0.006587855349572,0.006587855349572,0.019763566048716,0.03293927674786,0.046114987447004,0.059290698146148,0.072466408845292,0.085642119544436,0.09881783024358,0.111993540942724,0.12516925164186798,0.138344962341012,0.15152067304015598,0.1646963837393,0.17787209443844398,0.19104780513758796
thresh,-0.06587855349572,0.06587855349572,1,,,,,,,,,,,,,,,,,
unreg,0,5,70,488,1611,1189,348,113,43,17,9,3,6,0,3,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['esxE' 'pks8' 'Rv2652c' 'mce1B' 'dppC' 'rnpA' 'Rv2975c' 'Rv3828c' 'rpsL'],['Rv3847' 'Rv2520c' 'Rv2805'],['Rv1502' 'Rv3196A' 'TB7.3' 'Rv1861' 'Rv0921' 'pks15'],[],['Rv0061c' 'Rv3922c' 'mazE7'],[],[],[],['PPE38'],[]
