,-0.05985851101158126,-0.03591510660694876,-0.011971702202316255,0.011971702202316255,0.03591510660694875,0.059858511011581246,0.08380191541621376,0.10774531982084626,0.13168872422547875,0.15563212863011125,0.17957553303474375,0.20351893743937624,0.2274623418440088,0.2514057462486413,0.2753491506532738,0.2992925550579063,0.3232359594625388,0.3471793638671713,0.3711227682718038,0.3950661726764363
thresh,-0.07183021321389751,0.07183021321389751,2,,,,,,,,,,,,,,,,,
unreg,2,55,2057,1591,75,8,2,1,0,1,1,3,1,0,0,0,1,0,0,0
marR,0,4,47,47,3,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],['Rv1507A' 'Rv1116'],['PPE61'],[],['Rv1682'],['Rv1375'],['Rv0195' 'PE34' 'Rv2390c'],['Rv1403c'],[],[],[],['Rv1405c'],[],[],[]
marR_genes,[],['Rv0892' 'Rv0890c' 'Rv0849' 'Rv0891c'],"['Rv1928c' 'Rv2407' 'rplL' 'Rv2336' 'Rv0743c' 'fmu' 'Rv2597' 'parB'
 'Rv1948c' 'Rv0585c' 'ephA' 'Rv3191c' 'Rv2826c' 'Rv1637c' 'dnaB' 'Rv3190c'
 'Rv0694' 'Rv3378c' 'mmpL3' 'PPE35' 'dnaA' 'Rv2955c' 'whiB6' 'Rv0196'
 'Rv0584' 'snzP' 'Rv3618' 'lpqW' 'Rv2827c' 'Rv3371' 'ggtB' 'lysS' 'Rv1178'
 'nuoI' 'Rv1929c' 'Rv0197' 'che1' 'uvrA' 'Rv0030' 'Rv1194c' 'atpE'
 'Rv1337' 'parA' 'Rv2395' 'vapC40' 'glgA' 'rplC']","['rpsC' 'PE29' 'glyA1' 'pncB2' 'rplD' 'Rv2197c' 'Rv1251c' 'murI' 'Rv3529c'
 'rpsQ' 'Rv1255c' 'Rv3821' 'wag22' 'whiB2' 'Rv3822' 'PPE42' 'rplW' 'otsB2'
 'higA' 'cysH' 'Rv1733c' 'pks12' 'rplV' 'rplP' 'Rv2631' 'alaS' 'Rv0745'
 'dnaE2' 'rpmC' 'Rv3811' 'Rv3530c' 'pdxH' 'fadD34' 'rpsS' 'Rv1954c' 'higB'
 'papA3' 'rplB' 'sirA' 'Rv3748' 'Rv1957' 'Rv3531c' 'Rv1930c' 'moaX'
 'Rv3613c' 'espC' 'espD']",['PPE20' 'espA' 'Rv3612c'],['PPE67'],['PPE23' 'Rv1376' 'PPE11'],[],['rpfD'],[],['Rv3745c'],['Rv0575c'],[],[],[],[],[],[],[],[]
