Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Rv0052,-0.002799863338188887,0.012839841849274036,0.0015983593959561283,0.006906713279344351,-0.008199475538631372,0.011801119084881972,-0.02000370516735636,-0.029614273011109502,-0.010491599368505298,0.004051777888294389,0.01173274663973652,-0.009178541244371057,-0.007707197122752877,-0.01270201177973819,-0.0005749758853389254,-0.0008573586988499414,-0.003594700824276456,0.024119907796482716
Rv0053,-0.007195013140267093,-0.014304431730549922,-0.013712948634809645,-0.01849459281810782,0.024082325572038033,0.006697594467054994,-0.014642945198453924,0.005258283259652537,0.021248627160923815,0.006935797331415663,0.02321095878580331,0.02533528773834611,0.006565738664739978,0.03621507042846646,-0.0325828080935668,0.019113733155618522,0.004615984013536379,0.008658255561272234
Rv0054,0.003707969532118872,-0.006101733003169829,-0.013012654999045298,-0.011175715040951953,0.049455412883347115,0.0013517038966741443,-0.015723843153311594,0.013705913613008536,0.02209669786295782,-0.004121908377280338,0.013201916371331933,-0.0012593416965936675,-0.00016637674569942417,0.030821398579182646,-0.014564671097120348,0.012455728711584435,0.002611542265006473,0.006855086970048403
Rv0055,-0.0005889018253867103,0.0009014180513712227,-0.008183625075270266,-0.010121989370896665,0.04381138804062204,0.0028693251128683334,-0.007683368983851166,0.016679658539166694,0.029598087833193062,-0.00385012451432154,0.04133326558376875,0.02640131780746878,-0.004702835203245962,0.04123973037932912,-0.0109270288720743,0.016397811718817375,0.021212967422548478,-0.006427963477996617
Rv0056,0.004515665046981095,0.005565070071921101,-9.082329724810817e-05,-0.003951876276971453,0.02896272910676797,0.005885544319567112,-0.027289043903843464,0.0192887350551331,0.02694220077462241,-0.00928636355183874,0.020075244659833527,0.002339117934326163,-0.0018465611625118322,0.030508900447617428,-0.01127095535940231,0.010886301609685452,0.0020012206878098496,-0.0011056403720188638
Rv0057,0.004210836445707516,-0.0026707301014097335,-0.008464966281369867,-0.005418345415103825,0.030197578421233284,0.001458728803489694,-0.010655526721189284,-0.007560871212779135,0.012713235765609305,-0.016101982597737395,0.011776267433533657,0.0027452230926490783,0.016699415312854002,0.03154492977007842,-0.012910350416919155,0.036977445607737344,-0.0521741713779272,-0.0035008558133070135
Rv0058,-0.015602038167776045,0.0033591528820556193,0.002773635916380038,-0.003257372088739953,0.0577580833898603,0.004699826131604145,-0.017821946079523195,-0.0031770224862404557,0.0030589607895384514,-0.015542541198268476,0.026753341808145748,-0.0006050881565393525,0.009297235080723453,0.015405205301987676,-0.01943926897814813,0.012879985559060695,-0.013602033347585134,-0.003797449979600011
Rv0059,-0.015713421107480637,0.009722504885262604,0.0073245921875118615,-0.002504472877815013,0.054919927524295226,0.005735468356713732,-0.022433867692084598,-0.016586978092623522,-0.0038026856014434767,-0.016730326595186366,0.023626574193451138,-0.00010073856125560626,-0.008050867244495273,0.0066994632154917955,-0.002304377564347496,0.014887420872629563,-0.031706213552915474,7.27568002759304e-05
Rv0060,-0.002826007538607095,0.003996893379655114,-4.0463682739661697e-05,-0.007654329769031105,0.04636355789712947,-0.013240114009657373,-0.014029038428623677,0.01726073691659781,-0.002922296422808549,-0.012594147494376156,0.028415195026444802,-0.0010487894632283915,-0.00422438525682858,-0.0019694159321412214,0.004806574213966593,0.014088092425776282,-0.008235881294157739,0.01849748297396606
Rv0061c,0.014846080924320371,0.011731181791802275,1.42742997146754e-06,-0.02620870769941983,-0.023323443892674763,-0.025022337508040945,0.009540062645528424,0.026533373203123885,-0.0034000165965185733,-0.0010687371477848349,-0.010561126788008923,-0.026691495331908403,-0.0026634762527571946,0.01783519748517694,-0.00427455567754957,0.0008979267374707345,-0.030420033683380726,0.028430854580048282
Rv0062,0.014270434056852204,0.015045630833772855,0.010232720395548778,0.004161437716062364,-0.004238708642715612,0.005292814817977776,-0.02306975725064533,0.00488927072206987,-0.0005592815796209633,-0.009218374931345556,0.008104467233340209,-0.024645411683225444,0.0104650959972155,0.017313625497810375,-0.023088227343260066,-0.01891740225605398,-0.005041566111788368,-0.005151290914278289
Rv0063,0.007726694084814934,0.04749727382169563,-0.006492103247274546,0.010515679172751194,0.0063896413597405695,-0.0009703890685354417,-0.014910429576782394,-0.0070854267075749254,-0.004262677464606076,0.002494253506593301,0.010187977312162913,0.0043051116933269,0.014402772134591353,-0.009078739215325614,-0.013104957533970573,-0.0027272318550746,-0.003714820722228899,0.015733807423361716
Rv0063a,-0.004284109722077109,-0.006326796234974667,-0.002080751635624245,-0.020808817838762237,-0.0067462527166830275,-0.013791451502728458,0.011880687406463569,-0.01361896889697891,-0.0044916402787487245,0.0007052280659846144,0.002191757881253442,0.02580606498962782,-0.03506424427871101,-0.03650856028890927,0.00974944463934282,0.016928767121307295,0.019934999373395396,0.004318818698973128
Rv0064,-0.0024143435812217797,-0.0035923858735145598,-0.00012291498582209595,-0.004693152083988558,0.0001679640882985434,-0.008960306950352279,0.001964915219411732,0.005456754277794397,0.004938237926489982,-0.0009970174544008544,0.02101386295363754,0.007959739056340375,-0.00824499535021252,-0.02556752438820014,0.003153675227071975,0.012037668754057528,-0.00897513758527648,0.03682840799420591
Rv0064A,0.007031096585790803,-0.004954669355951891,-0.032534787747737576,0.00342640415221996,-0.014308445525046166,-0.01224197127943643,-0.005695207566791385,0.008807635988241764,-0.0032824953313235075,-0.0045259402212400116,0.027552476699127772,0.009097546407949547,-0.01277918443020823,-0.030528707825055276,0.004854463748761021,0.008912571013009192,0.011602236045191876,0.02074992106416057
Rv0065,-0.002253528273627393,0.0016455620037984073,-0.034836039103830305,0.006021677069791166,-0.0037591977874627635,-0.011948231786913208,-0.024560219880742057,0.005016263055920333,-0.009014314756032704,-0.006822631945173848,0.020543402087323245,0.012924823256606011,-0.003812979945104057,-0.021929884847871436,-0.009209792551200777,0.020075160960076218,0.0014437635001030048,0.05961340978817235
Rv0066c,0.011809350068162945,0.016826939333514167,0.001584087185853886,-0.006563578309159992,-0.009003194851110796,-0.01804279123813942,0.01640857105268554,0.016382377859867858,-0.007149844792233488,-0.006755883753416701,0.02554810359930634,-0.011625465924118856,0.009569462819004167,-0.006120159261174399,-0.011087532750286793,0.0017418723676579388,-0.007858373846709002,0.01045609688992432
Rv0067c,0.01137120883144085,0.017511562839828756,-0.005111334433579505,0.014106995691876147,0.0040572053452024685,-0.028306991609007355,0.013248945317885103,0.0017520478639701325,-0.014866619170092727,-0.0052203519347878815,0.015697972381289775,-0.004268354663320917,0.009427080741344367,-0.007303939960669129,0.001225468515950087,-0.013242665520770146,0.006187804722941347,0.016373567684526722
Rv0068,-0.010156644229534868,0.005425853161286293,-0.019910229159708165,0.015745428454374967,0.021958918217620235,-0.019629949040232585,0.02366233261477836,0.030383459943828014,-0.008935139974480356,0.0039710275595828595,0.021671503884723407,-0.016563576944702924,0.012944011435780873,0.0019912770839907606,0.005903096700214646,-0.021857542313759654,-0.0046523541262545555,0.022826925214196825
Rv0069c,-0.036577877418132156,-0.002922634503789547,0.027123256451632227,0.00838010672201236,-0.0015526959202709879,0.009581284459361804,-0.024864660834087886,-0.017952174193299055,-0.007888226581638208,-0.0006283307408475361,0.01440013310756307,0.0010908700507753376,-0.012956033774864789,0.012770464721082366,-0.004103228562268354,0.011598884156228846,-0.0066855663372310655,0.017966781127334245
Rv0070c,-0.03833593780211603,0.00676703357643049,0.02503502991286785,0.0067992072924210395,0.0041547278235216974,0.010268121922376803,-0.009648282705292135,-0.0045831826777344205,-0.004059658733019198,-0.004630900823164207,-0.0008976172061754632,-0.006023167365349989,0.006050053797467839,0.017418331026670272,-0.017587324794276462,0.012732315920150386,-0.019781357182174067,0.03678496693368538
Rv0071,0.006799962412824104,-0.004074739194217304,0.07165738494692983,0.0070487552972624025,0.0406296383322003,-0.013469668889391152,-0.022618016617260702,0.002125400666652053,-0.0038457800820695166,-0.007498294237984293,0.005340641746888157,-0.006801455986463609,-0.004597673866247373,-0.018328591679531017,-0.010422248789363663,-0.018157566066796912,-0.007451455821708754,0.015292243237964137
Rv0072,0.010634752620465714,0.010610237893554648,0.11949148460688667,-0.022808272172965348,-0.0043807599409517815,-0.004096078195580902,-0.01395098448342378,-0.00018429095917127118,-0.002145786914370118,-0.006428597681577881,-0.014334642305608054,-0.008474300669675935,0.0052369116339051735,0.005608874986799659,-0.003859519044997837,0.008955432741397037,-0.03608741862350771,-0.0033899059704003876
