,0
gene_id,Rv0437c
name,psd
operon,Op290
gene_product,phosphatidylserine decarboxylase
COG,Lipid transport and metabolism
regulator,"Rv0135c,Rv1049,whiA,Rv1719,Rv2034,devR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0437c"">External Database</a>"
