,0
gene_id,Rv2963
name,Rv2963
operon,Op1855
gene_product,integral membrane protein
COG,Function unknown
regulator,"ricR,ricR,Rv2989,sigH,Copper Induced,HPT-2b Induced"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2963"">External Database</a>"
