,0
gene_id,Rv2134c
name,Rv2134c
operon,Op1336
gene_product,hypothetical protein
COG,Function unknown
regulator,"csoR,Rv2034,ethR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2134c"">External Database</a>"
