,0
gene_id,Rv2237A
name,Rv2237A
operon,Op1406
gene_product,hypothetical protein
COG,No COG annotation
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2237A"">External Database</a>"
