,0
gene_id,Rv0849
name,Rv0849
operon,Op550
gene_product,MFS-type transporter
COG,Amino acid transport and metabolism
regulator,"Rv0047c,ricR,Rv0678,Rv1353c,marR,sigH,Copper Induced,HPT-2b Induced"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0849"">External Database</a>"
