,0
gene_id,Rv1638A
name,Rv1638A
operon,Op1035
gene_product,hypothetical protein
COG,Transcription
regulator,"Rv0023,Rv0047c,Rv0081,Rv0324,csoR,Rv1049,Rv1353c,Rv1776c,Rv1816,Rv2011c,Rv2034,Rv2250c,Rv3488,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1638A"">External Database</a>"
