,A,Rv0576
SRX4498317,4.2658189918,0.2314526757
SRX4498311,0.4636215674,0.23332435340000002
SRX4498315,-0.5204835134,0.32058456890000003
SRX4498309,0.7104089081,0.2294606707
SRX4498313,0.0332728771,0.3772124134
SRX4615568,-0.7632640706,-0.0539921717
SRX4615570,0.7632640706,0.0539921717
SRX727246,4.3872957531,-0.9929771934
SRX727243,3.6828441720000002,-0.7821707425000001
SRX727247,7.3001938997,-0.8808235428000001
SRX727244,6.5436831092,-0.6791382458
SRX727245,5.3870984585,-0.8955659917000001
SRX727248,6.2760132798,-0.5150348098
SRX727249,-0.256087345,0.069812092
SRX727251,0.5131456672,-0.0981595358
SRX727250,-0.2570583222,0.0283474438
SRX4498332,-0.7244740276,0.2453033732
SRX4498334,-0.6682033222,0.4657802869
SRX4498335,-1.3278019307,0.30685551240000003
SRX4498337,-1.4031454665,0.5312235417
SRX4498324,0.6530213864000001,-0.0066571217
SRX4498326,-0.1702920781,0.1760472039
SRX4498328,-0.2122051656,-0.17548373650000001
SRX4498330,-0.2705241427,0.0060936543
SRX4498336,-2.1845965348,-0.1187510294
SRX4498333,-1.9693509085,-0.1699190901
SRX4498338,-2.2239821353,-0.2145389758
SRX4498329,-3.2776117319,0.08420822430000001
SRX4498325,-3.8912479715,0.3677763918
SRX4498327,-3.6628807975,-0.0484452305
SRX4498331,-3.4286339584,0.0817846845
