,-0.06346103210458726,-0.045329308646133756,-0.027197585187680257,-0.009065861729226757,0.009065861729226743,0.027197585187680243,0.04532930864613374,0.06346103210458726,0.08159275556304074,0.09972447902149423,0.11785620247994774,0.13598792593840126,0.15411964939685474,0.17225137285530823,0.19038309631376177,0.20851481977221525,0.22664654323066874,0.24477826668912223,0.2629099901475757,0.28104171360602925
thresh,-0.0543951703753605,0.0543951703753605,2,,,,,,,,,,,,,,,,,
unreg,1,11,159,2038,1432,131,36,21,8,3,1,1,3,1,0,1,0,0,0,0
Rv0576,0,0,0,31,13,3,0,2,3,2,2,2,1,0,0,0,0,0,0,0
unreg_genes,['ald'],[],[],[],[],[],[],"['Rv1286' 'PE15' 'Rv2516c' 'alkB' 'Rv3334' 'Rv2466c' 'yrbE2A' 'Rv2622'
 'Rv1674c' 'Rv3463' 'clpB' 'Rv2619c' 'Rv2016' 'Rv2012' 'Rv1895' 'Rv3168'
 'Rv0991c' 'Rv3054c' 'Rv3833' 'cyp130' 'Rv2662']","['lipX' 'Rv2621c' 'Rv3167c' 'Rv1585c' 'Rv1586c' 'Rv2620c' 'Rv2025c'
 'Rv0331']",['Rv0836c' 'Rv0654' 'Rv1048c'],['Rv0790c'],['Rv0791c'],['Rv0792c' 'Rv0837c' 'Rv0793'],['Rv2912c'],[],['Rv2913c'],[],[],[],[]
Rv0576_genes,[],[],[],"['ispF' 'papA5' 'blaI' 'Rv0061c' 'Rv3528c' 'lprN' 'Rv2414c' 'ispD'
 'Rv3902c' 'Rv1461' 'lpqH' 'guaB1' 'vapC2' 'Rv0987' 'Rv1047' 'vapB42'
 'Rv2415c' 'gnd1' 'Rv0269c' 'Rv0303' 'acyP' 'Rv0922' 'Rv3115' 'Rv1199c'
 'Rv1498c' 'Rv3023c' 'mce4F' 'Rv2033c' 'Rv3064c' 'Rv2331A' 'Rv1739c']","['mmsB' 'fadD22' 'Rv1520' 'Rv2512c' 'blaR' 'Rv0575c' 'lipY' 'TB27.3'
 'pks6' 'lipL' 'Rv0920c' 'Rv0268c' 'cobC']",['Rv1875' 'eis' 'Rv1847'],[],['Rv2036' 'Rv2035'],['Rv0771' 'Rv0770' 'Rv0762c'],['Rv0763c' 'cyp51'],['Rv0769' 'cyp123'],['Rv0765c' 'aldA'],['Rv0767c'],[],[],[],[],[],[],[]
