,Value,list
TF,Rv0576,
reg_genes,59,"['Rv0922' 'Rv3902c' 'acyP' 'Rv0061c' 'vapC2' 'Rv0575c' 'TB27.3' 'mmsB'
 'eis' 'Rv3528c' 'Rv2033c' 'Rv0920c' 'Rv1199c' 'Rv1461' 'blaI' 'Rv2331A'
 'vapB42' 'lpqH' 'Rv3023c' 'lprN' 'Rv2415c' 'Rv0268c' 'Rv1739c' 'ispD'
 'Rv3115' 'Rv1847' 'ispF' 'pks6' 'Rv3064c' 'blaR' 'Rv1520' 'Rv1875'
 'fadD22' 'Rv0269c' 'Rv0987' 'lipY' 'papA5' 'lipL' 'guaB1' 'Rv2414c'
 'gnd1' 'Rv1498c' 'Rv0303' 'cobC' 'Rv2512c' 'mce4F' 'Rv1047']"
comp_genes,52,"['Rv0793' 'Rv2622' 'clpB' 'Rv1895' 'Rv2620c' 'Rv3054c' 'Rv0836c' 'Rv0791c'
 'cyp130' 'Rv2016' 'ald' 'Rv2619c' 'Rv3168' 'Rv0837c' 'Rv3167c' 'Rv0991c'
 'alkB' 'yrbE2A' 'Rv0654' 'Rv0790c' 'Rv3833' 'Rv3463' 'lipX' 'Rv3334'
 'Rv1048c' 'Rv2913c' 'Rv1586c' 'Rv2466c' 'Rv2621c' 'Rv2012' 'Rv1674c'
 'Rv1585c' 'Rv0331' 'Rv2025c' 'Rv1286' 'Rv0792c' 'PE15' 'Rv2662' 'Rv2912c'
 'Rv2516c']"
both_genes,12,"['cyp51' 'Rv0762c' 'cyp123' 'Rv2035' 'Rv0769' 'Rv0765c' 'Rv0771' 'Rv2036'
 'Rv0767c' 'aldA' 'Rv0763c' 'Rv0770']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
