,0
name,PhoP
TF,phoP
Regulator,"<a href=""https://mycobrowser.epfl.ch/genes/phoP"" target=""_blank"">phoP</a>"
Function,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence"
Category,Virulence/Persistence
has_venn,True
scatter,1
has_meme,False
precision,0.0738916256
recall,0.652173913
