,0
gene_id,Rv3516
name,echA19
operon,Op2199
gene_product,enoyl-CoA hydratase EchA19
COG,Lipid transport and metabolism
regulator,"Rv0681,Rv1473A,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3516"">External Database</a>"
