,0
gene_id,Rv3197A
name,whiB7
operon,Op1999
gene_product,transcriptional regulator WhiB7
COG,Transcription
regulator,"Rv0023,Rv0767c,Rv1816,mbcA,Rv2021c,whiB7,Rv3830c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3197A"">External Database</a>"
